#geneID	KO/WT_0h	KO/WT_2h	KO/WT_6h	KO/WT_12h	KO/WT_18h	KO/WT_24h
ENSMUSG00000029062	0.104176	-0.115951	-0.271353	-0.479337	-0.191687	0.775175
ENSMUSG00000029063	-0.257014	-0.237156	0.137740	0.150193	-0.126709	0.694256
ENSMUSG00000029064	-0.085230	0.317092	-0.515040	-0.288751	-0.023627	-0.097361
ENSMUSG00000029066	0.304467	0.321120	-0.105133	-0.313644	-0.191692	-0.359114
ENSMUSG00000029070	-0.455816	0.412696	0.211981	-0.131824	-0.744815	0.506808
ENSMUSG00000029071	0.186034	-0.527724	-1.013818	-0.598155	-0.819199	-1.078823
ENSMUSG00000029072	-0.385346	-0.037149	0.439214	-0.036606	0.082058	0.098948
ENSMUSG00000029073	0.549079	-0.199499	0.202622	-0.184812	-0.012932	-0.273963
ENSMUSG00000029075	0.745694	0.108929	-0.146670	-0.350425	-0.245915	0.008610
ENSMUSG00000029082	0.060624	-0.820024	0.060589	-0.148789	0.420322	-0.101652
ENSMUSG00000029084	0.406305	0.385744	-0.256647	-0.082491	-0.287607	-0.495380
ENSMUSG00000029088	-0.752144	0.297719	-0.303990	-0.105126	0.435884	-0.089012
ENSMUSG00000029095	-0.278462	0.499887	-0.450175	0.136083	0.411452	-0.424392
ENSMUSG00000029098	-0.320756	-0.330043	0.148796	0.020910	0.197681	0.169936
ENSMUSG00000029102	-0.445577	-0.079297	-0.083821	0.044121	0.057000	-0.573950
ENSMUSG00000029103	-0.396678	-0.031950	0.217736	0.256696	-0.482735	0.271680
ENSMUSG00000029104	-0.435688	0.054261	-0.450218	0.559917	-0.191537	0.196037
ENSMUSG00000029106	-0.316940	-0.135120	-0.300944	-0.167114	0.288893	0.208846
ENSMUSG00000029108	0.456283	0.358117	-0.191252	0.158352	-0.035932	-0.291979
ENSMUSG00000029110	-0.305622	0.100783	-0.143020	0.499698	-0.786410	0.422458
ENSMUSG00000029111	0.097807	0.766512	-0.197830	0.868472	0.040319	-0.442695
ENSMUSG00000029119	-0.308040	-0.297798	0.141093	0.113216	0.122190	0.084907
ENSMUSG00000029120	-0.031682	0.405798	0.045307	-0.174329	0.155396	0.072418
ENSMUSG00000029121	-0.124822	0.392026	-0.214046	-0.196411	-0.136446	-0.302197
ENSMUSG00000029122	0.302767	-0.109806	-0.596138	0.110076	-0.160854	-0.091808
ENSMUSG00000029125	0.133689	-0.589277	-0.200935	-0.092563	0.003343	-0.192937
ENSMUSG00000029131	0.178055	-0.437005	0.226498	-0.902746	-0.178211	-0.017295
ENSMUSG00000029134	0.648493	0.174318	-0.500962	-0.593047	0.407526	0.180795
ENSMUSG00000029135	0.409540	0.457700	-0.090387	-0.486165	-0.025627	0.016835
ENSMUSG00000029136	0.376465	0.361155	-0.107983	0.133897	-0.268246	0.246689
ENSMUSG00000029145	0.486912	0.318153	0.322671	-0.473486	0.553075	0.880179
ENSMUSG00000029156	0.104219	0.413460	0.199283	0.268747	0.331610	0.316295
ENSMUSG00000029162	-0.232086	0.091363	-0.176976	0.042105	-0.354492	-0.184911
ENSMUSG00000029163	0.414166	-0.384754	0.803349	-0.465423	-0.076988	-0.383425
ENSMUSG00000029167	-0.782058	0.130957	-0.230787	0.370504	-0.249560	-0.327655
ENSMUSG00000029168	0.535438	-0.165738	0.341490	0.517233	-0.001332	-0.176762
ENSMUSG00000029169	0.446099	0.027921	-0.587692	-0.481488	0.026272	-0.226410
ENSMUSG00000029171	-0.121118	0.272220	0.325279	-0.537566	0.270202	0.249274
ENSMUSG00000029173	-0.254667	-0.787171	0.102567	-0.143013	0.033429	0.201960
ENSMUSG00000029174	-0.299193	-0.551591	0.640776	0.157047	-0.000026	0.344050
ENSMUSG00000029176	0.006038	0.475149	-0.356018	0.283466	0.364357	0.984202
ENSMUSG00000029177	-0.149194	0.207822	0.025243	0.678229	-0.174883	0.313410
ENSMUSG00000029184	-0.227772	0.071613	-0.191382	-0.353558	0.376751	0.599076
ENSMUSG00000029186	-0.226569	-0.139429	-0.075876	-0.169511	-0.778123	0.069770
ENSMUSG00000029188	-0.169446	-0.096558	0.355438	-0.200059	-0.718370	-0.569964
ENSMUSG00000029192	-0.115639	0.145842	0.345891	-0.247979	-0.671213	0.503825
ENSMUSG00000029193	0.007467	0.058969	-0.728089	0.350673	-0.599708	0.078162
ENSMUSG00000029195	-0.055305	-0.327914	0.014378	0.055077	-0.298759	-0.108736
ENSMUSG00000029196	0.034664	0.320632	-0.274279	-0.468607	-0.589304	-0.411117
ENSMUSG00000029199	0.387772	0.538313	-0.532986	-0.658390	0.245666	-0.271244
ENSMUSG00000029201	-0.349398	0.083572	-0.428830	0.225996	0.510770	-0.011942
ENSMUSG00000029203	-0.054258	0.010212	0.108015	0.118594	0.329153	-0.498851
ENSMUSG00000029204	-0.170923	-0.317521	-0.418067	0.016229	-0.701982	0.572002
ENSMUSG00000029205	-0.094410	-0.149467	-0.092279	-0.232791	-0.361595	-0.019013
ENSMUSG00000029209	0.221054	0.176512	-0.315147	0.222871	0.068626	-0.345154
ENSMUSG00000029211	0.080763	0.193592	-0.495335	0.217847	-0.257578	0.570471
ENSMUSG00000029212	-0.163812	-0.011476	-0.317437	-0.338022	0.269394	0.193542
ENSMUSG00000029213	0.370975	0.226808	-0.194129	0.429779	-0.121699	0.191074
ENSMUSG00000029217	0.048643	0.455309	0.655262	-0.318164	0.338616	0.064715
ENSMUSG00000029223	-0.416231	-0.324852	-0.506243	-1.217698	-0.481218	-1.186422
ENSMUSG00000029227	0.141696	-0.028720	-0.242844	0.301179	-0.323691	0.692102
ENSMUSG00000029228	0.051997	-0.463649	0.392980	-0.217646	-0.254282	-0.087849
ENSMUSG00000029231	-0.444687	-0.180605	0.099637	0.362050	0.209824	-0.587578
ENSMUSG00000029233	0.772255	-0.182366	0.004971	0.350772	0.081817	0.308353
ENSMUSG00000029236	-0.563341	0.537433	0.151946	0.162661	-0.099197	-0.163367
ENSMUSG00000029238	0.295663	0.382759	-0.499667	0.612944	-0.101914	-0.123785
ENSMUSG00000029245	-0.408683	-0.030757	0.643732	-0.592205	-0.345025	0.448247
ENSMUSG00000029246	-0.335502	0.461420	-0.325102	-0.267007	0.731381	-0.100897
ENSMUSG00000029247	-0.465697	-0.379648	0.134982	0.212681	0.420636	-0.551089
ENSMUSG00000029249	-0.164437	0.081937	0.407124	0.382106	0.261792	0.107828
ENSMUSG00000029250	-0.078063	0.523638	-0.460381	-0.106381	-0.039969	-0.161897
ENSMUSG00000029253	0.357244	0.374625	0.074616	-0.145435	0.003400	0.202496
ENSMUSG00000029255	0.006786	0.095348	-0.178050	-0.052678	-0.533357	0.295854
ENSMUSG00000029260	0.086240	-0.111822	0.099852	-0.014641	-0.226432	0.556172
ENSMUSG00000029263	-0.273668	0.364142	0.182926	-0.274784	-0.331019	-0.015532
ENSMUSG00000029265	0.229947	0.009386	0.083824	0.284530	0.591938	-0.118378
ENSMUSG00000029267	-0.258452	0.034622	0.082211	-0.250117	-0.124574	-0.241847
ENSMUSG00000029268	0.196246	-0.955986	-0.081858	0.539365	0.605524	-0.129357
ENSMUSG00000029269	-0.471241	0.586923	-0.065427	0.255620	-0.216915	-0.014407
ENSMUSG00000029272	0.018979	0.036990	-0.642094	-0.430028	0.201951	-0.142174
ENSMUSG00000029276	0.135327	-0.225407	-0.216857	0.601699	0.514047	-0.322907
ENSMUSG00000029282	-0.282844	0.289604	0.250352	-0.241515	0.092161	-0.704496
ENSMUSG00000029283	0.678149	0.158693	-0.342820	-0.000432	-0.834284	0.351207
ENSMUSG00000029286	-0.066432	-0.299253	0.233095	-0.312878	0.223566	-0.103362
ENSMUSG00000029287	0.883119	0.576229	0.267033	-0.057752	-0.498710	-0.293592
ENSMUSG00000029288	0.099188	-0.735905	-0.103213	0.269745	-0.161963	-0.361847
ENSMUSG00000029304	-0.297248	-0.354949	0.099497	0.074815	0.129074	0.082599
ENSMUSG00000029306	-0.038176	0.368154	0.104040	0.042668	0.098826	0.116760
ENSMUSG00000029307	-0.395992	-0.498452	-0.001463	0.065771	0.015281	-0.036057
ENSMUSG00000029309	-0.473482	-0.478998	-0.039636	0.059598	0.222285	0.228546
ENSMUSG00000029310	0.393415	0.545464	0.831003	0.094054	-0.158857	-0.306219
ENSMUSG00000029311	-0.098548	-0.301826	0.252857	0.497430	0.553454	0.200002
ENSMUSG00000029314	-0.692755	0.104649	-0.687100	0.207538	0.438269	0.095335
ENSMUSG00000029319	0.362145	-0.251799	-0.730258	0.166265	-0.045503	0.291882
ENSMUSG00000029321	-0.360884	-0.281547	-0.285599	-0.095598	-0.031575	0.290494
ENSMUSG00000029322	-0.393142	0.291922	-0.195707	0.012590	-0.192866	0.109884
ENSMUSG00000029326	0.490769	-0.285098	0.502559	0.223860	-0.552415	0.693625
ENSMUSG00000029330	-0.031481	-0.008191	0.288105	0.163919	-0.179026	0.091659
ENSMUSG00000029334	-0.675570	-0.076951	0.923272	-0.312464	-0.022577	0.110682
ENSMUSG00000029335	0.000954	0.188104	0.077712	0.538462	0.263306	-0.213025
ENSMUSG00000029337	-0.071864	0.158645	0.737991	0.658202	-0.306297	0.511204
ENSMUSG00000029344	-0.383059	0.361807	-0.166975	-0.548246	-0.129165	-0.514216
ENSMUSG00000029361	0.713547	-0.951408	0.750704	-0.113043	-0.165131	0.217500
ENSMUSG00000029363	0.170159	-0.396982	-0.199070	0.147867	0.038640	0.306398
ENSMUSG00000029364	0.763151	-0.298016	-0.340527	0.660877	0.473983	0.182571
ENSMUSG00000029366	0.156297	0.330957	0.374742	0.212690	0.415325	0.122161
ENSMUSG00000029368	0.371570	0.525933	-0.111480	-0.305309	-0.317465	-0.456545
ENSMUSG00000029370	0.200810	-0.255190	-0.204556	-0.027497	-0.207862	-0.005880
ENSMUSG00000029371	-0.103506	0.043794	0.751436	-0.215989	-0.510682	-0.346097
ENSMUSG00000029372	0.348401	-0.403810	0.647752	-0.601045	0.423684	-0.568470
ENSMUSG00000029373	0.168482	-0.880571	-0.259132	-0.300237	0.114324	-0.424640
ENSMUSG00000029375	-0.036207	-0.161400	-0.323105	0.563480	-0.405920	0.039513
ENSMUSG00000029376	0.219085	0.136160	-0.019799	-0.214396	0.158928	-0.017031
ENSMUSG00000029377	-0.255124	-0.612647	0.352227	0.341476	-0.187003	0.186652
ENSMUSG00000029378	-0.564634	0.144815	-0.075469	-0.136721	-0.487709	0.207359
ENSMUSG00000029379	0.271516	0.223669	-0.367957	-0.019494	-0.067984	-0.043152
ENSMUSG00000029380	-0.078021	-0.391526	0.052063	-0.667785	-0.266456	-0.021898
ENSMUSG00000029385	-0.392325	0.315417	0.553037	0.045832	0.304268	-0.101532
ENSMUSG00000029387	-0.000887	-0.107913	0.169034	0.061341	0.181324	-0.251171
ENSMUSG00000029388	-0.658898	0.061849	0.381330	-0.406477	-0.452229	0.082877
ENSMUSG00000029390	0.004131	-0.451945	0.286888	-0.514827	0.565073	-0.125392
ENSMUSG00000029397	-0.239473	-0.478400	-0.612026	-1.685450	-1.234793	-0.667791
ENSMUSG00000029402	0.192038	-0.204312	-0.317996	0.007191	-0.128055	0.366893
ENSMUSG00000029406	0.339121	-0.520052	0.425529	-0.058836	0.272196	-0.174683
ENSMUSG00000029407	0.390583	0.043938	-0.052283	-0.502265	0.095925	-0.360751
ENSMUSG00000029408	0.017177	0.236955	0.101962	-0.232924	-0.401910	-0.131561
ENSMUSG00000029413	0.566303	-0.588733	-0.034098	-0.157519	0.177542	-0.455642
ENSMUSG00000029414	0.481141	0.130101	0.209900	0.372616	-0.168689	0.463581
ENSMUSG00000029416	0.055674	0.097001	-0.089142	0.028826	-0.480773	0.382283
ENSMUSG00000029417	-0.106765	0.502542	-0.079019	-0.075503	-0.572139	0.168926
ENSMUSG00000029426	-0.152998	0.153313	0.291739	0.121207	-0.201719	0.137356
ENSMUSG00000029427	0.286104	0.194132	-0.467429	0.077727	0.664935	-0.198649
ENSMUSG00000029428	0.479349	0.278011	0.375070	-0.011213	-0.107216	0.156461
ENSMUSG00000029430	-0.015217	0.605840	-0.356963	-0.243683	0.181735	0.027102
ENSMUSG00000029431	-0.103921	0.381477	-0.019009	0.305552	-0.560662	0.441096
ENSMUSG00000029433	-0.306213	0.316728	0.081213	0.233117	0.233878	0.254365
ENSMUSG00000029434	-0.349125	0.281897	0.078520	0.016690	-0.385448	0.271650
ENSMUSG00000029436	-0.284747	-0.111109	-0.365152	-0.573250	-0.471225	-0.143603
ENSMUSG00000029437	0.023791	0.079315	-0.487249	-0.056994	0.143794	-0.462344
ENSMUSG00000029438	-0.034003	-0.618838	0.657562	-0.315581	-0.203282	-0.254038
ENSMUSG00000029440	-0.250233	-0.059207	0.216919	-0.095066	-0.421527	-0.009026
ENSMUSG00000029445	-0.049626	-0.889084	-0.357849	0.176246	0.442641	0.203682
ENSMUSG00000029446	0.225774	-0.190152	-0.537965	-0.085205	-0.182532	-0.128842
ENSMUSG00000029447	0.143484	-0.280561	0.305626	-0.360602	0.127400	-0.130224
ENSMUSG00000029449	-0.023673	0.510320	-0.202063	0.015278	0.185197	0.371672
ENSMUSG00000029454	-0.181311	0.351522	-0.121896	0.448324	-0.461899	-0.103556
ENSMUSG00000029455	0.641445	-0.076707	0.418239	0.100259	-0.342866	-0.674261
ENSMUSG00000029456	-0.151007	-0.196504	-0.153736	-0.318242	-0.448611	-0.461590
ENSMUSG00000029458	-0.435745	-0.096274	-0.993660	-1.550375	-1.147944	-0.937979
ENSMUSG00000029462	-0.576736	-0.392009	0.596637	-0.007488	0.270728	-0.678420
ENSMUSG00000029465	-0.359079	-1.031922	0.082257	0.245096	0.106649	0.042994
ENSMUSG00000029466	0.575936	0.265233	-0.263906	0.212323	-0.101635	0.324913
ENSMUSG00000029467	-0.447003	-0.384641	-0.063078	-0.221028	-0.643441	0.441417
ENSMUSG00000029468	-0.141035	0.169827	-0.000482	0.399045	-0.322875	-0.183564
ENSMUSG00000029469	0.096606	-0.302476	-0.135028	-0.108818	-0.746211	0.068036
ENSMUSG00000029470	-0.189533	0.424112	-0.405131	0.284890	0.348237	0.094996
ENSMUSG00000029471	-0.016356	0.186680	0.015004	-0.207073	0.547161	0.410340
ENSMUSG00000029472	0.117822	0.317435	-0.607485	-0.167287	-0.441599	0.110131
ENSMUSG00000029474	-0.345380	0.027008	0.030764	0.582707	-0.102112	-0.175076
ENSMUSG00000029475	0.207306	-0.058106	-0.299640	-0.015545	0.467038	0.018661
ENSMUSG00000029478	0.147927	-0.043697	0.064674	0.601793	-0.231128	-0.156272
ENSMUSG00000029480	0.045835	0.229974	-0.275777	-0.184017	0.329625	-0.013005
ENSMUSG00000029482	0.024554	0.049209	-0.047779	0.706574	-0.004545	0.132686
ENSMUSG00000029486	-0.133146	0.812914	-0.078978	0.351114	0.369647	0.130046
ENSMUSG00000029491	-0.236447	-0.468716	0.138645	0.522525	-0.426927	0.050483
ENSMUSG00000029500	0.420403	0.238702	-0.195808	-0.155364	-0.014401	-0.294699
ENSMUSG00000029501	-0.331589	0.153315	0.496347	-0.624919	-0.729424	0.590579
ENSMUSG00000029503	-0.313776	-0.053440	-0.456062	0.318371	0.279136	-0.233512
ENSMUSG00000029505	0.752022	-0.513711	-0.023688	-0.671082	-0.216586	-0.837075
ENSMUSG00000029510	-0.476568	-0.671472	-0.195377	-0.041407	-0.320860	-0.220743
ENSMUSG00000029512	0.338664	0.317113	0.062353	0.216029	-0.191891	0.537818
ENSMUSG00000029513	0.090378	0.049823	0.398983	0.372315	0.342884	-0.148518
ENSMUSG00000029518	0.037023	-0.303752	-0.264952	0.217773	0.092939	-0.503273
ENSMUSG00000029521	0.139668	-0.061296	-0.512830	-0.643916	-0.005066	0.132987
ENSMUSG00000029522	0.498951	0.230048	0.228608	0.202015	-0.043031	-0.186488
ENSMUSG00000029524	-0.189742	-0.037078	0.087836	0.320121	-0.030746	-0.482123
ENSMUSG00000029528	0.919306	0.883550	0.461314	0.262087	0.538898	0.431721
ENSMUSG00000029530	0.046226	-0.037384	0.299734	0.350408	-0.346884	0.358421
ENSMUSG00000029535	-0.208556	-0.064710	0.673378	-0.291595	0.034827	0.212978
ENSMUSG00000029536	0.320971	0.389811	0.700066	-0.162599	-0.093350	0.095280
ENSMUSG00000029538	0.411559	-0.820399	0.127216	0.140471	-0.466069	0.662089
ENSMUSG00000029541	-0.727300	-0.194856	0.010307	0.653259	-0.240430	-0.220230
ENSMUSG00000029545	0.656446	-0.714722	0.622397	-0.186991	0.171525	0.109699
ENSMUSG00000029547	-0.791990	-0.172508	0.245938	0.551601	0.060791	0.198503
ENSMUSG00000029551	-0.324109	-0.107180	-0.087430	0.396548	0.235035	0.385285
ENSMUSG00000029554	-0.027035	0.310439	-0.143572	0.357206	-0.222628	0.364789
ENSMUSG00000029556	0.184795	-0.038480	0.226310	-0.245894	-0.775412	0.164341
ENSMUSG00000029561	-0.624977	-0.244819	0.590273	0.019097	0.146683	-0.182501
ENSMUSG00000029570	0.077893	0.465526	-0.389047	-0.097285	0.404320	1.247023
ENSMUSG00000029575	-0.127792	0.267664	-0.273898	0.340707	0.334375	-0.258896
ENSMUSG00000029576	-0.281229	-0.700613	-0.444195	0.424755	-0.128108	-0.230042
ENSMUSG00000029577	0.287288	-0.083234	0.067548	-0.373166	0.024268	0.352542
ENSMUSG00000029578	-0.381147	0.819224	-0.400718	0.596142	0.117532	-0.612636
ENSMUSG00000029580	0.161768	-0.104704	0.114804	-0.536551	0.007553	0.799404
ENSMUSG00000029586	-0.078389	-0.064555	-0.472736	-0.290275	0.538491	-0.526483
ENSMUSG00000029587	0.336732	-0.034937	0.084909	0.376896	0.259055	0.400982
ENSMUSG00000029591	-0.167587	-0.260235	0.689798	0.106721	-0.449706	0.481999
ENSMUSG00000029592	0.020859	-0.543371	-0.280192	-0.087106	-0.134886	-0.569603
ENSMUSG00000029596	0.033122	-0.112320	-0.047061	0.439040	0.080070	0.202580
ENSMUSG00000029597	-0.051626	0.372012	0.391619	0.382077	0.363456	0.707908
ENSMUSG00000029602	-0.486603	0.015864	0.521859	-0.168988	0.044128	0.556587
ENSMUSG00000029603	-0.018257	0.117792	0.938873	-0.946946	-0.064727	0.219130
ENSMUSG00000029605	-0.004893	-0.166018	0.123861	-0.155037	0.557900	-0.187043
ENSMUSG00000029610	-0.298610	0.425001	-0.395846	-0.069777	0.391958	0.293202
ENSMUSG00000029613	-0.157662	-0.257698	0.182081	0.299696	0.149491	-0.133813
ENSMUSG00000029614	-0.413077	-0.123730	-0.578247	0.079017	-0.125718	-0.089510
ENSMUSG00000029616	0.391585	0.875058	-0.600294	0.044903	0.568268	-0.517186
ENSMUSG00000029617	-0.787932	-0.531456	-0.353856	0.517263	-0.346790	-0.242155
ENSMUSG00000029621	-0.445190	-0.309741	-0.636180	-0.210396	0.267722	0.502415
ENSMUSG00000029622	-0.018621	-0.011747	0.354120	-0.179005	0.242640	-0.395401
ENSMUSG00000029623	0.569688	-0.310212	0.365402	0.423334	0.377560	0.343029
ENSMUSG00000029625	0.159228	0.426449	-0.210313	-0.313456	1.007000	0.254096
ENSMUSG00000029627	-0.816735	0.035048	0.362778	0.105383	0.716897	-0.009789
ENSMUSG00000029630	-0.377519	0.327032	-0.455111	-0.050153	-0.154856	0.717486
ENSMUSG00000029632	-0.350538	-0.323060	-0.390874	-0.467239	-0.486381	-0.004311
ENSMUSG00000029634	0.268078	-0.608729	0.210725	0.824817	0.311116	0.075146
ENSMUSG00000029635	-0.414883	0.428517	-0.038439	-0.280979	-0.792064	-0.476059
ENSMUSG00000029636	-0.133944	0.003906	-0.230270	0.236937	-0.646899	-0.205278
ENSMUSG00000029640	0.057339	-0.007465	0.057953	-0.407528	-0.103759	0.510050
ENSMUSG00000029644	-0.223180	-0.630635	0.224838	0.260613	-0.640141	-0.075759
ENSMUSG00000029646	0.221715	0.333040	-0.003458	-0.019594	0.288754	0.082190
ENSMUSG00000029647	0.038134	-0.312292	-0.485154	-0.352906	0.242097	0.273418
ENSMUSG00000029648	0.170273	0.557898	0.598908	-0.328806	-0.190987	0.046369
ENSMUSG00000029649	0.482431	-0.327733	0.414698	0.098300	-0.117420	0.232897
ENSMUSG00000029656	-0.506785	-0.121882	-0.000704	-0.485880	-0.445645	-0.456786
ENSMUSG00000029657	0.625173	-0.305634	-0.082507	-0.220891	0.345050	-0.249270
ENSMUSG00000029661	-0.607912	-0.190622	0.110715	-0.481416	-0.100373	0.070173
ENSMUSG00000029663	-0.405743	0.533409	-0.571751	0.259353	0.243872	-0.103509
ENSMUSG00000029671	0.355094	-0.408514	-0.763351	0.110207	0.578627	0.168448
ENSMUSG00000029672	-0.124394	-0.098359	-0.678584	0.631222	-0.298625	-0.175902
ENSMUSG00000029673	0.168138	0.073482	0.195816	-0.194666	-0.128668	-0.344203
ENSMUSG00000029674	-0.375550	0.288175	0.539537	-0.330139	-0.274253	0.569201
ENSMUSG00000029675	0.183922	0.259454	0.229327	-0.280653	0.563237	0.090288
ENSMUSG00000029676	-0.460472	-0.205846	-0.001211	-0.169970	0.119824	-0.094811
ENSMUSG00000029678	0.115942	-0.687226	0.105278	0.211678	0.060543	-0.064301
ENSMUSG00000029679	-0.107982	-0.175503	-0.295207	0.155816	-0.320926	0.165518
ENSMUSG00000029680	0.290433	0.116711	0.406866	0.403004	-0.105822	-0.521180
ENSMUSG00000029681	-0.097315	0.361033	0.567158	0.053012	0.473320	-0.104787
ENSMUSG00000029682	-0.380539	-0.243961	-0.260699	-0.107909	0.244919	-0.400320
ENSMUSG00000029684	-0.340710	0.372669	0.322705	0.381111	-0.419128	-0.149207
ENSMUSG00000029686	0.196318	0.000550	-1.033921	-1.153907	-0.969200	-0.768252
ENSMUSG00000029687	0.650208	0.267567	-0.460766	0.177127	-0.138207	-0.116533
ENSMUSG00000029695	0.254374	-0.161084	0.155972	0.164442	-0.380041	-0.256602
ENSMUSG00000029700	-0.043153	-0.412396	-0.207641	-0.029198	-0.185162	0.846171
ENSMUSG00000029706	-0.577859	0.158453	0.238650	-0.056007	-0.206371	0.037560
ENSMUSG00000029708	-0.669380	0.205761	-0.217234	-0.080119	0.281646	0.105237
ENSMUSG00000029710	-0.237512	-0.023620	-0.360562	0.209926	-0.183708	-0.428383
ENSMUSG00000029711	-0.243684	-0.156746	-0.060030	-0.534238	-0.208703	-0.119060
ENSMUSG00000029712	-0.528814	-0.301162	-0.322469	-0.117978	-0.237033	-0.299789
ENSMUSG00000029713	0.289788	-0.165417	-0.082260	-0.050850	-0.341623	0.089600
ENSMUSG00000029716	-0.064546	0.105814	-0.044431	-0.193580	0.011493	-0.109649
ENSMUSG00000029718	-0.211525	0.062389	0.179360	0.307513	-0.013682	-0.285528
ENSMUSG00000029727	-0.772730	0.097508	0.464526	0.385168	-0.144631	0.611640
ENSMUSG00000029729	0.419521	0.068911	0.223821	0.022583	-0.018720	-0.316334
ENSMUSG00000029730	0.398037	0.485428	-0.422658	0.195138	0.173872	-0.257809
ENSMUSG00000029735	-0.155301	0.282444	0.468288	-0.536134	-0.076400	0.031819
ENSMUSG00000029752	0.750861	-0.084656	-0.361989	-0.402707	-0.253010	-0.513735
ENSMUSG00000029757	0.390398	-0.122758	-0.065582	0.791216	0.563690	0.194629
ENSMUSG00000029759	-0.117918	-0.023381	0.337639	0.551442	0.170157	-0.463843
ENSMUSG00000029761	0.079017	-0.120747	-0.095019	0.380216	-0.296346	-0.001465
ENSMUSG00000029762	-0.326592	-0.323242	-0.416872	-0.273247	0.150457	0.698298
ENSMUSG00000029763	0.255318	0.068080	0.156223	0.193220	-0.142763	-0.152999
ENSMUSG00000029765	0.272197	0.208233	-0.043281	-0.446579	-0.380469	0.509796
ENSMUSG00000029767	0.218347	0.293127	-0.083434	-0.444177	-0.124929	0.409366
ENSMUSG00000029771	-0.290027	0.337916	0.075690	-0.137943	-0.767950	0.708384
ENSMUSG00000029772	-0.176421	-0.459048	0.673050	0.184795	0.093818	-0.115751
ENSMUSG00000029775	-0.485534	0.014841	-0.189535	-0.315021	-0.102139	-0.188485
ENSMUSG00000029776	0.155729	0.251637	0.875508	-0.153945	-0.279944	-0.080134
ENSMUSG00000029777	0.487124	-0.147154	0.176954	-0.108558	0.187826	0.444560
ENSMUSG00000029778	0.157386	-0.776704	-0.006310	0.140956	0.837072	0.235577
ENSMUSG00000029780	0.055483	0.001559	0.160353	-0.212812	0.295035	0.020068
ENSMUSG00000029790	0.405583	-0.176212	0.176098	-0.750168	0.425907	-0.020655
ENSMUSG00000029798	-0.279312	0.467554	0.346904	-0.311255	0.290019	0.326122
ENSMUSG00000029804	0.147065	0.397766	0.237586	-0.208735	-0.042863	0.254541
ENSMUSG00000029811	-0.626109	0.256529	-0.213259	-0.224698	0.271431	-0.321225
ENSMUSG00000029813	0.091752	0.082947	-0.089849	-0.086974	0.314269	-0.214993
ENSMUSG00000029815	-0.035856	-0.067206	-0.303536	-0.500852	-0.675284	-0.853555
ENSMUSG00000029816	-0.201205	-0.881739	0.279540	-0.363509	-0.634732	0.632901
ENSMUSG00000029817	0.390561	-0.159090	-0.283282	0.256360	-0.102258	0.248458
ENSMUSG00000029819	0.216005	-0.513103	0.271028	-0.143272	-0.110357	-0.454819
ENSMUSG00000029821	-0.071989	0.385091	-0.137970	-0.090515	0.699224	-0.418586
ENSMUSG00000029822	-0.348686	-0.056099	0.497044	-0.135917	-0.308322	-0.152825
ENSMUSG00000029826	0.235225	-0.237083	0.539105	0.111112	-0.086747	0.476121
ENSMUSG00000029831	-0.963512	-0.311539	0.089236	0.764854	-0.281931	-0.712543
ENSMUSG00000029838	-0.065057	-0.247286	-0.647955	-0.078699	-0.147548	0.119034
ENSMUSG00000029843	0.130032	-1.272977	-0.665814	0.323068	-0.140232	-0.407013
ENSMUSG00000029859	-0.032573	-0.638401	0.379116	-0.264982	0.111853	0.571441
ENSMUSG00000029860	-0.436990	0.014678	-0.121451	0.435133	0.352414	-0.423980
ENSMUSG00000029862	-0.294194	-0.250388	-0.124905	0.208054	-0.135797	0.385811
ENSMUSG00000029863	0.225047	-0.460824	0.087981	0.163969	0.038116	-0.351218
ENSMUSG00000029864	0.009569	0.057441	0.223289	-0.079411	-0.176083	-0.372673
ENSMUSG00000029866	0.148158	0.482043	-0.111470	0.118491	0.170005	0.252792
ENSMUSG00000029868	0.199526	-0.112986	0.558612	-0.293181	-0.607896	0.492152
ENSMUSG00000029869	-0.294248	-0.451451	0.367429	-0.015284	0.526435	-0.533434
ENSMUSG00000029882	0.180501	-0.217499	-0.039724	-0.363451	-0.473533	0.692828
ENSMUSG00000029910	-0.478410	0.320714	-0.052063	-0.181013	-0.148431	-0.045063
ENSMUSG00000029911	-0.200715	0.467893	-0.032258	0.120383	-0.147604	0.145257
ENSMUSG00000029915	-0.199912	0.449779	0.745496	-0.663170	-0.029467	0.132206
ENSMUSG00000029916	-0.181921	-0.067102	0.294348	-0.213400	0.739105	0.294433
ENSMUSG00000029917	-0.604982	0.107442	0.829470	0.152254	0.278565	-0.067289
ENSMUSG00000029918	0.298612	0.773727	0.373137	-0.116189	-0.063938	0.292332
ENSMUSG00000029919	-0.170152	-0.305772	-0.312197	0.021452	0.169305	-0.043288
ENSMUSG00000029923	0.192439	0.489339	0.299681	-0.054851	-0.564190	-0.187774
ENSMUSG00000029925	0.113200	-0.698806	0.046387	-0.049600	0.369041	-0.051168
ENSMUSG00000029992	-0.009520	0.023287	-0.327799	-0.008364	-0.179602	-0.643932
ENSMUSG00000029993	-0.340551	-0.278311	0.532244	0.122773	0.127786	-0.079347
ENSMUSG00000029998	-0.298295	0.388056	-0.488202	-0.336235	-0.162490	-0.394776
ENSMUSG00000029999	-0.071178	-0.116891	-0.016377	-0.036823	-0.173114	0.907618
